label,F1-score
1-Benz,0.9473684210526316
2-Hex,0.7916666666666666
3-Ethyl,0.8679245283018869
4-Rose,0.7200000000000001
5-Lem,0.6923076923076923
6-Ger,0.7777777777777777
7-Cit,0.6808510638297872
8-Van,0.847457627118644
